https://www.avito.ru/moskva/kvartiry/kvartira-studiya_26_m_923_et._7233174875,,,,,,,,,13.7 м²,студия,Корпус 2,,ЖК «1-й Измайловский»,26 м²,во двор,предчистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитно-кирпичный,ДДУ по ФЗ 214,,9 из 23,23
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_213_m_220_et._7322702706,,,,2.8 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,21.3 м²,на солнечную сторону,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_294_m_1323_et._4849557643,,,возможна ипотека,3 м,,1,"закрытая территория, детская площадка, спортивная площадка",,14.1 м²,студия,Корпус 1.4 (3 секция),,ЖК «Адмирал»,29.4 м²,во двор,без отделки,,1,,совмещенный,договор долевого участия,Сдача в 3 кв. 2028,,монолитный,ДДУ по ФЗ 214,,13 из 23,23
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_151_m_19_et._7287134106,,мусоропровод,,2.7 м,1978,нет,"детская площадка, спортивная площадка",,13 м²,студия,,,,15.1 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_33_et._7325213980,,,,2.8 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,10 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_167_m_316_et._7325821153,балкон,,,3 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,16.7 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7310035419,,"мусоропровод, газ",,2.7 м,1974,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,на солнечную сторону,,открытая во дворе,2,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_112_et._7269601705,,мусоропровод,,,1977,нет,"детская площадка, спортивная площадка",,,студия,,,,17 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_214_m_116_et._7325105791,балкон,,,2.9 м,1988,нет,детская площадка,,7.1 м²,студия,,,,21.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_158_m_114_et._7350469547,лоджия,мусоропровод,,2.6 м,1973,нет,детская площадка,,,студия,,,,15.8 м²,во двор,,за шлагбаумом во дворе,2,евро,совмещенный,свободная,,,панельный,,,1 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_117_m_19_et._4502887543,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,11.7 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_30_m_1551_et._4750407222,,консьерж,возможна ипотека,3 м,2025,2,"закрытая территория, детская площадка, спортивная площадка",панорамные окна,21 м²,студия,,,,30 м²,"во двор, на улицу",,подземная,4,требует ремонта,совмещенный,свободная,,,монолитный,,,15 из 51,51
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_274_m_221_et._7293570909,,,возможна ипотека,3 м,,4,"закрытая территория, детская площадка, спортивная площадка",,,студия,Корпус 2,,Комплекс апартаментов N'ICE LOFT,27.4 м²,,без отделки,подземная,4,,,,Сдача в 2 кв. 2025,,монолитный,ДДУ по ФЗ 214,,2 из 21,21
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_147_m_55_et._7332834610,,,,2.9 м,1927,нет,детская площадка,,7.7 м²,студия,,,,14.7 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_139_m_17_et._7226039978,,,,2.5 м,1926,,,,11.4 м²,студия,,,,13.9 м²,на улицу,,,,косметический,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_18_et._7354180420,,,возможна ипотека,2.8 м,1961,,"детская площадка, спортивная площадка",,,студия,,,,11 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7293251932,,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,10.1 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_16_m_19_et._7293853377,,"мусоропровод, газ",,,1960,нет,"детская площадка, спортивная площадка",гардеробная,,студия,,,,16 м²,,,"открытая во дворе, за шлагбаумом во дворе",1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 9,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_112_et._7269601705,,мусоропровод,,,1977,нет,"детская площадка, спортивная площадка",,,студия,,,,17 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_185_m_4064_et._7351321595,,,,2.7 м,,1,"закрытая территория, детская площадка, спортивная площадка",,6.2 м²,студия,"Корпус 2, 1 этап",,ЖК «Level Звенигородская»,18.5 м²,во двор,без отделки,,3,,совмещенный,договор долевого участия,Сдача в 1 кв. 2028,,монолитный,ДДУ по ФЗ 214,,40 из 64,64
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_19_et._7342102049,,мусоропровод,возможна ипотека,2.7 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,11 м²,на солнечную сторону,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_302_m_1113_et._7343843290,балкон,консьерж,возможна ипотека,3 м,2018,1,"закрытая территория, детская площадка",,28.2 м²,студия,,"кухня, хранение одежды, спальные места",,30.2 м²,на улицу,,"подземная, за шлагбаумом во дворе",2,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",монолитный,,,11 из 13,13
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_2654_et._7338472869,,,,3 м,,,,,11.6 м²,студия,"Этап 1, Корпус 1 (ANNA)",,ЖК «JOIS»,27 м²,во двор,предчистовая,подземная,1,,совмещенный,,Сдача в 4 кв. 2027,,монолитный,ДДУ по ФЗ 214,,26 из 55,55
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_19_et._7342176673,,"мусоропровод, газ",возможна ипотека,2.7 м,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,19 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_155_m_19_et._7216376512,,,,3 м,1959,,,,,студия,,,,15.5 м²,на солнечную сторону,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_17_et._7248060423,,,возможна ипотека,3.2 м,1934,нет,детская площадка,,,студия,,,,10 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",1,евро,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._4838377494,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_316_et._7325565263,балкон,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,16.8 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_17_et._4471320170,,,,3.2 м,1934,нет,детская площадка,,,студия,,,,15.5 м²,,,"открытая во дворе, за шлагбаумом во дворе",1,евро,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_958_et._3371546829,,,возможна ипотека,3 м,,,,,13.7 м²,студия,Корпус 1,,ЖК «Обручева 30»,25.7 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,,9 из 58,58
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_133_m_55_et._7332168781,,,,2.9 м,1927,нет,детская площадка,,8.7 м²,студия,,,,13.3 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_112_et._7248470321,,мусоропровод,возможна ипотека,2.6 м,1969,1,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_15_et._7322987573,,,,,,,,,,студия,,,,10 м²,,,,,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_187_m_66_et._7261992815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_132_m_112_et._7350943074,,мусоропровод,,,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.2 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_198_m_1024_et._7320011913,,,возможна ипотека,2.8 м,2022,1,"закрытая территория, детская площадка",,9.5 м²,студия,,,,19.8 м²,на улицу,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,монолитный,,,10 из 24,24
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_217_et._3799265915,,мусоропровод,возможна ипотека,2.8 м,2014,1,"детская площадка, спортивная площадка",,,студия,,,,15.5 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,2 из 17,17
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_111_et._7255820749,,газ,,3 м,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,10 м²,студия,,,,14 м²,во двор,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_11_et._7365500564,,,,,1976,нет,"детская площадка, спортивная площадка",,,студия,,,,10 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_27_m_16_et._4731110157,,,,2.8 м,,,,,24.5 м²,студия,,,,27 м²,во двор,,открытая во дворе,,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7319119340,,,,,,,,,10 м²,студия,,,,12 м²,,,,,дизайнерский,,свободная,,,кирпичный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_16_et._7286328715,,,,3 м,1929,нет,детская площадка,,,студия,,,,10 м²,,,,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_33_et._7332117992,,,,2.7 м,1988,нет,детская площадка,,7.1 м²,студия,,,,14 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_316_et._7325796666,балкон,,,3 м,1988,нет,детская площадка,,7.1 м²,студия,,,,16.8 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_114_et._7319320987,,мусоропровод,,2.7 м,1977,нет,"детская площадка, спортивная площадка",,11 м²,студия,,,,13 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 14,14
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_143_m_55_et._7300097045,,,,2.9 м,1927,нет,детская площадка,,8.5 м²,студия,,,,14.3 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_212_m_218_et._4550445767,,,,2.8 м,2021,1,"детская площадка, спортивная площадка",,,студия,,,,21.2 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 18,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_220_et._7325818595,,,возможна ипотека,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,17 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_138_m_112_et._7351990024,,мусоропровод,,2.6 м,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.8 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_174_m_116_et._7293414766,,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,17.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_197_m_2331_et._7322636876,,,,2.7 м,2021,4,"закрытая территория, детская площадка, спортивная площадка",,8.8 м²,студия,,"кухня, хранение одежды, спальные места",,19.7 м²,"на улицу, на солнечную сторону",,"подземная, за шлагбаумом во дворе",нет,евро,совмещенный,свободная,,"кондиционер, холодильник, посудомоечная машина",монолитный,,,23 из 31,31
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_112_et._7250344005,,мусоропровод,,2.6 м,1982,нет,детская площадка,,6 м²,студия,,,,10 м²,во двор,,открытая во дворе,2,евро,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_116_m_112_et._7248485005,,мусоропровод,возможна ипотека,2.6 м,1969,1,"детская площадка, спортивная площадка",,,студия,,,,11.6 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7350029355,,мусоропровод,,2.7 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,14 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_33_et._7325325983,,,,3 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,11.5 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_16_m_111_et._7286852015,,,,,1957,,"детская площадка, спортивная площадка",,,студия,,,,16 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_112_et._7322932448,,мусоропровод,,2.6 м,1996,1,"детская площадка, спортивная площадка",,,студия,,,,18 м²,на улицу,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_33_et._7300655614,,,,2.8 м,1988,нет,детская площадка,,8.3 м²,студия,,,,11.5 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_20_m_25_et._2604176625,,,,,,,детская площадка,,,студия,,"кухня, хранение одежды, спальные места",,20 м²,на улицу,,открытая во дворе,1,евро,совмещенный,свободная,,"холодильник, стиральная машина",кирпичный,,,2 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_116_m_16_et._7255763030,,,,3 м,1959,нет,"детская площадка, спортивная площадка",,9 м²,студия,,,,11.6 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_303_m_3143_et._7370659856,,,возможна ипотека,3 м,,,,,16.8 м²,студия,,,ЖК «Марк»,30.3 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2028,,монолитный,ДДУ по ФЗ 214,,31 из 43,43
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_272_m_332_et._5154018581,,,,,,,,,12.9 м²,студия,Корпус 1.1.3,,Кронштадтский 9,27.2 м²,на улицу,предчистовая,,,,совмещенный,,Сдача в 4 кв. 2027,,монолитный,ДДУ по ФЗ 214,,3 из 32,32
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_112_et._7310044559,,"консьерж, мусоропровод, газ",,2.7 м,1974,1,детская площадка,,,студия,,,,14 м²,на солнечную сторону,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_275_m_2858_et._4491226333,,,возможна ипотека,3 м,,,,,19.1 м²,студия,Корпус 1,,ЖК «Обручева 30»,27.5 м²,,без отделки,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,,28 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_158_m_19_et._7258319346,,,,,,,,,,студия,,,,15.8 м²,,,,,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_11_et._7310718551,лоджия,мусоропровод,,,1977,нет,"детская площадка, спортивная площадка",,,студия,,,,19 м²,,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 1,1
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_354_m_420_et._7329643293,,,,,,,,,,студия,,,МФК «DIUS»,35.4 м²,на улицу,без отделки,,,,совмещенный,,Сдача в 4 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,,4 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_15_m_18_et._7350118393,,мусоропровод,,3 м,1959,нет,детская площадка,,,студия,,,,15 м²,во двор,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_146_m_55_et._7300372165,,,,3 м,1927,нет,детская площадка,,7.1 м²,студия,,,,14.6 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_136_m_55_et._7300675707,,,,3 м,1927,нет,детская площадка,,7.1 м²,студия,,,,13.6 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_158_m_19_et._4535247058,,мусоропровод,,2.6 м,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,15.8 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_179_m_48_et._7237101144,,консьерж,возможна ипотека,3 м,2021,1,закрытая территория,,,студия,,,,17.9 м²,во двор,,,2,требует ремонта,совмещенный,свободная,,,панельный,,,4 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_18_m_1624_et._4640346898,,консьерж,возможна ипотека,2.7 м,2024,1,"закрытая территория, спортивная площадка",,18 м²,студия,,"кухня, хранение одежды, спальные места",,18 м²,на улицу,,"подземная, за шлагбаумом во дворе",4,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, стиральная машина",монолитный,,,16 из 24,24
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_812_et._7359020604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_167_m_19_et._7293094730,,мусоропровод,возможна ипотека,2.6 м,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,16.7 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7246247023,,мусоропровод,возможна ипотека,,1967,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,на солнечную сторону,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_19_m_15_et._4471148878,,,,,1929,нет,,,,студия,,,,19 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_134_m_55_et._7300574096,,,,2.8 м,1927,нет,детская площадка,,8.5 м²,студия,,,,13.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_188_m_316_et._7325820197,балкон,,,2.8 м,1988,нет,детская площадка,,7.7 м²,студия,,,,18.8 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_152_m_18_et._7312049802,,мусоропровод,,3 м,1959,нет,детская площадка,,,студия,,,,15.2 м²,на солнечную сторону,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_131_m_15_et._5009639806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_185_m_66_et._7293760412,,,,2.8 м,1927,нет,спортивная площадка,,7.1 м²,студия,,,,18.5 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,6 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_221_m_2232_et._5153598230,,,,,,,,,11.2 м²,студия,Корпус 1.1.3,,Кронштадтский 9,22.1 м²,во двор,предчистовая,,,,совмещенный,,Сдача в 4 кв. 2027,,монолитный,ДДУ по ФЗ 214,,22 из 32,32
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_18_et._7295563139,,,возможна ипотека,2.8 м,1960,,"детская площадка, спортивная площадка",,9 м²,студия,,,,12 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,водонагреватель,кирпичный,,,1 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_132_m_112_et._7248201823,,,,,1981,нет,"детская площадка, спортивная площадка",,,студия,,,,13.2 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_21_m_726_et._7328234729,,консьерж,возможна ипотека,2.9 м,2024,1,"закрытая территория, детская площадка, спортивная площадка",,,студия,,"кухня, хранение одежды, спальные места",,21 м²,во двор,,"подземная, открытая во дворе",2,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",монолитный,,есть,7 из 26,26
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_1922_et._7334529249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_329_m_622_et._7334224941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_247_m_958_et._3498765542,,,возможна ипотека,3 м,,,,,14.7 м²,студия,Корпус 1,,ЖК «Обручева 30»,24.7 м²,,без отделки,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,,9 из 58,58
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_37_m_3673_et._7249687237,,консьерж,,,2009,2,,панорамные окна,,студия,,"кухня, хранение одежды, спальные места",,37 м²,на улицу,,подземная,4,дизайнерский,совмещенный,свободная,,,монолитный,,,36 из 73,73
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_146_m_15_et._7351337327,,,,,,,,,,студия,,,,14.6 м²,,,,,требует ремонта,,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_19_et._7323000451,,,,2.6 м,1976,нет,"детская площадка, спортивная площадка",,,студия,,,,10 м²,на улицу,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_29_m_324_et._4939676040,,,возможна ипотека,3 м,,1,"детская площадка, спортивная площадка",гардеробная,17 м²,студия,,,Апарт-комплекс «HighWay»,29 м²,во двор,без отделки,открытая во дворе,2,,совмещенный,переуступка,Сдача в 2 кв. 2025,,монолитный,ДДУ по ФЗ 214,,3 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_17_m_28_et._7237346505,,консьерж,возможна ипотека,3 м,2021,1,закрытая территория,,,студия,,,,17 м²,,,,2,требует ремонта,совмещенный,свободная,,,панельный,,,2 из 8,8
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_136_m_17_et._7316670970,,,,3.2 м,1951,нет,"детская площадка, спортивная площадка",,,студия,,,,13.6 м²,на улицу,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7322258973,,мусоропровод,,2.6 м,1971,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_26_m_1420_et._7352511037,,консьерж,возможна ипотека,3 м,2024,1,"закрытая территория, детская площадка, спортивная площадка",панорамные окна,,студия,,"кухня, хранение одежды, спальные места",,26 м²,на улицу,,подземная,2,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",монолитно-кирпичный,,,14 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_173_m_864_et._7351789916,,,,2.7 м,,1,"закрытая территория, детская площадка, спортивная площадка",,5.9 м²,студия,"Корпус 2, 1 этап",,ЖК «Level Звенигородская»,17.3 м²,во двор,без отделки,,3,,совмещенный,договор долевого участия,Сдача в 1 кв. 2028,,монолитный,ДДУ по ФЗ 214,,8 из 64,64
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_283_m_1249_et._7307578618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_172_m_114_et._4773851362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
